C_Code,SpecCode,country,Species,database,synonym,Status,Genus,Family,Order,Class,CommonName,Fresh,Brack,Saltwater
056,30,Belgium,Merluccius merluccius,fishbase,Merlucius ambiguus,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Merlucius esculentus,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Merlucius lanatus,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Merlucius sinuatus,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Molva byrkelange,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Onus riali,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Trachinoides maroccanus,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,30,Belgium,Merluccius merluccius,fishbase,Trachinoides moroccanus,synonym,Merluccius,Merlucciidae,Gadiformes,Teleostei,European hake,0,0,1
056,33,Belgium,Molva molva,fishbase,Gadus molva,synonym,Molva,Lotidae,Gadiformes,Teleostei,Ling,0,0,1
056,33,Belgium,Molva molva,fishbase,Gadus raptor,synonym,Molva,Lotidae,Gadiformes,Teleostei,Ling,0,0,1
056,33,Belgium,Molva molva,fishbase,Lota mola,synonym,Molva,Lotidae,Gadiformes,Teleostei,Ling,0,0,1
056,33,Belgium,Molva molva,fishbase,Molva linnei,synonym,Molva,Lotidae,Gadiformes,Teleostei,Ling,0,0,1
056,33,Belgium,Molva molva,fishbase,Molva molva,accepted name,Molva,Lotidae,Gadiformes,Teleostei,Ling,0,0,1
056,33,Belgium,Molva molva,fishbase,Molva vulgaris,synonym,Molva,Lotidae,Gadiformes,Teleostei,Ling,0,0,1
056,34,Belgium,Pollachius pollachius,fishbase,Gadus lycostomus,synonym,Pollachius,Gadidae,Gadiformes,Teleostei,Pollack,0,0,1
056,34,Belgium,Pollachius pollachius,fishbase,Gadus pollachius,synonym,Pollachius,Gadidae,Gadiformes,Teleostei,Pollack,0,0,1
056,34,Belgium,Pollachius pollachius,fishbase,Gadus viridis,synonym,Pollachius,Gadidae,Gadiformes,Teleostei,Pollack,0,0,1
056,34,Belgium,Pollachius pollachius,fishbase,Merlangus pollachius,synonym,Pollachius,Gadidae,Gadiformes,Teleostei,Pollack,0,0,1
056,34,Belgium,Pollachius pollachius,fishbase,Pollachius linnei,synonym,Pollachius,Gadidae,Gadiformes,Teleostei,Pollack,0,0,1
056,34,Belgium,Pollachius pollachius,fishbase,Pollachius pollachius,accepted name,Pollachius,Gadidae,Gadiformes,Teleostei,Pollack,0,0,1
056,34,Belgium,Pollachius pollachius,fishbase,Pollachius typus,synonym,Pollachius,Gadidae,Gadiformes,Teleostei,Pollack,0,0,1
056,35,Belgium,Anguilla anguilla,fishbase,Angill angill,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla acutirostris,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla aegyptiaca,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla altirostris,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla ancidda,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla anguilla,accepted name,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla anguillai,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla anguillia,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla bibroni,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla brevirostris,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla callensis,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla canariensis,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla capitone,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla cloacina,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla cuvieri,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla eurystoma,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla fluviatilis,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla hibernica,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla kieneri,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla latirostris,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla linnei,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla marginata,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla mediorostris,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla melanochir,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla microptera,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla migratoria,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla morena,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla nilotica,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla oblongirostris,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla platycephala,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla platyrhynchus,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
